Google Map Scraping data
Business Name;Address;Website;Phone#
B! Health & Fitness Honiton;Unit 5, Weston Park, Devonshire Rd, Heathpark Industrial Estate, Honiton EX14 1ST, United Kingdom;bhealthandfitness.co.uk;+44 1404 46677
Fitness First Exeter;Tudor St, Exeter EX4 3BR, United Kingdom;fitnessfirst.co.uk;+44 1392 908142
Crossfit Pi - Woodbury;26, Woodbury Business Park, Woodbury EX5 1AY, United Kingdom;crossfitpi.co.uk;+44 7921 213986
The Gym Braunton;The Gym Braunton Units 7, 8 and, 9 Vellator Way, Braunton EX33 2DX, United Kingdom;thegymbraunton.co.uk;+44 1271 817251
U7 GYM;7 Kennford Rd, Marsh Barton, Exeter EX2 8LY, United Kingdom;u7gym.co.uk;+44 1392 848450;LGBTQ+ friendly
Wonford Sports Centre;Rifford Rd, Wonford, Exeter EX2 6NF, United Kingdom;exeterleisure.com;+44 1392 253453
CrossFit Exe;Devon House, 3 Tan Ln, Exeter EX2 8EG, United Kingdom;crossfitexe.com
LED Seaton Fitness Centre;The Underfleet, Seaton EX12 2FU, United Kingdom;ledleisure.co.uk;+44 1297 304000
Snap Fitness Exeter;Unit 3 Ashton Rd, Marsh Barton, Exeter EX2 8LN, United Kingdom;snapfitness.com;+44 1392 494446
Winners2000;168-174 Teignmouth Rd, Torquay TQ1 4RY, United Kingdom;winners2000.co.uk;+44 1803 327561;Claim this business
The Gym Group Exeter Marsh Barton;Unit 2 Marsh Barton Rd, Retail Park Cl, Marsh Barton, Exeter EX2 8LH, United Kingdom;thegymgroup.com;+44 300 303 4800
Broadmeadow Sports Centre;Broadmeadow Industrial Estate, Teignmouth TQ14 9AE, United Kingdom;teignbridgeleisure.co.uk;+44 1626 215590
Dawlish Leisure Centre;Sandy Ln, Dawlish EX7 0AF, United Kingdom;teignbridgeleisure.co.uk;+44 1626 215637
LED Exmouth Leisure Centre;Exmouth Leisure Centre, The Royal Avenue, Devon, Exmouth EX8 1EN, United Kingdom;ledleisure.co.uk;+44 1395 266381
PB Gym;14 -15, Estuary court, BroadMeadow Industrial Estate, Teignmouth TQ14 9FA, United Kingdom;clubwise.com;pbgym.uk;+44 7464 184628
Exe Valley Leisure Centre;Jampot Cottage, Bolham Rd, Tiverton EX16 6SG, United Kingdom;middevonleisure.com;+44 1884 234900;Claim this business
David Lloyd Exeter;Sandy Park Way, Exeter EX2 7NN, United Kingdom;davidlloyd.co.uk;+44 1392 357240
Lords Meadow Leisure Centre;Commercial Rd, Lords Meadow Industrial Estate, Crediton EX17 1ER, United Kingdom;middevonleisure.com;+44 1884 234970;Claim this business
LED Sidmouth Leisure Centre;Primley Rd, Sidmouth EX10 9LH, United Kingdom;ledleisure.co.uk;+44 1395 577679
Anytime Fitness Exeter;3 Southernhay Gardens, Exeter EX1 1SG, United Kingdom;anytimefitness.co.uk;+44 1392 699247
Bodywise Gym;5 Parade, Exmouth EX8 1RS, United Kingdom;+44 1395 708659
Tarka Leisure Centre;7 Seven Brethren Bank, Sticklepath, Barnstaple EX31 2AP, United Kingdom;leisurecentre.com;+44 1271 373361
Newton Abbot Leisure Centre;Highweek Rd, Newton Abbot TQ12 2SH, United Kingdom;teignbridgeleisure.co.uk;+44 1626 215660
Studio 20;Studio 20, 20 High St, Ilfracombe EX34 9DA, United Kingdom;studiotwenty.co.uk;+44 1271 862019
McCaulay's Health Club & Ivybridge Golf Club;Health Club & Golf Club, Ivybridge PL21 9HU, United Kingdom;mccaulays.com;+44 1752 892512
Fort Stamford Health & Fitness;Stamford Lane, Jennycliff Ln, Plymouth PL9 9TU, United Kingdom;fortstamford.co.uk;+44 1752 407999
Quay Fitness;Unit 9, City Industrial Estate, Michael Browning Way, Exeter EX2 8DD, United Kingdom;quayfitnessexeter.co.uk;+44 7922 584250;LGBTQ+ friendly
Ashburn Springs Gym and Pool;Cofton Holidays, Cofton Lane, Starcross, Starcross EX6 8RP, United Kingdom;coftonholidays.co.uk;+44 1626 892600
Gym Active;Horsepond Mdw, South Molton EX36 4EJ, United Kingdom;gymactive.fitness;+44 7966 484922
fit20 Exeter;Unit 4, Philip House, Honiton Rd, Sowton Industrial Estate, Exeter EX1 3RU, United Kingdom;fit20exeter.co.uk;+44 1392 367039
fit20 Exeter;Borough Park Rd, Totnes TQ9 5XW, United Kingdom;fusion-lifestyle.com;+44 1803 862992
LED Honiton Leisure Centre;School Ln, Honiton EX14 1QW, United Kingdom;ledleisure.co.uk;+44 1404 42325
Atlantic Racquet Centre;Farm Road Caddsdown Industrial Estate, Bideford EX39 3BE, United Kingdom;Open The Fitness Hub;Pilton Causeway, Barnstaple EX32 7AA, United Kingdom;thehub.fit
The Training Yard Exeter LTD;Unit 63, Newcourt Barton Industrial Estate, Clyst Rd, Exeter EX3 0DB, United Kingdom;instagram.com;thetrainingyard.co.uk;+44 7703 349258
Barnstaple Hotel Leisure Club;The Barnstaple hotel, Braunton Road, Barnstaple EX31 1LE, United Kingdom;barnstaplehotel.co.uk;+44 1271 341602
Nuffield Health Plymouth Fitness & Wellbeing Gym;Barbican Leisure Park, Barbican Approach, Plymouth PL4 0LG, United Kingdom;nuffieldhealth.com;+44 1752 265355
Quayside Leisure Centre;Ropewalk, Kingsbridge TQ7 1HH, United Kingdom;fusion-lifestyle.com;+44 1548 857100;Claim this business
BLOCK Gym;Royal william yard, Melville Building, Plymouth PL1 3RP, United Kingdom;blockplymouth.co.uk;+44 7407 843764;LGBTQ+ friendly
Studio Active;Horsepond Mdw, South Molton EX36 4EJ, United Kingdom;fitnessnorthdevon.co.uk;+44 7966 484922
CrossFit ISCA;A2, Hennock Trade Park, Hennock Rd N, Marsh Barton, Exeter EX2 8NJ, United Kingdom;crossfitisca.co.uk
Plympton Swimming Pool;Harewood Park, Plympton, Plymouth PL7 2AS, United Kingdom;plymouthactive.co.uk;+44 1752 348459;Claim this business
Exeter Golf and Country Club with Wear Park Spa and Restaurant;Topsham Rd, Exeter EX2 7AE, United Kingdom;Menu
exetergcc.co.uk;+44 1392 874139
Exeter Olympic Gymnastic Club;Bull Meadow Park, Bull Meadow Rd, Exeter EX2 4JF, United Kingdom;exetergymclub.org.uk;+44 1392 250381
Body Active Devon;30 Southernhay E, Exeter EX1 1QF, United Kingdom;bodyactivedevon.co.uk;+44 7789 900404;Claim this business
Source Spa at Saunton Sands Hotel;Saunton Rd, Braunton EX33 1LQ, United Kingdom;Menu
sauntonsands.co.uk;+44 1271 890212;Check-in time: 3:00Prince Fighting Association;Matford home farm, Exeter EX2 8XT, United Kingdom;+44 7412 557219
FSC Muay Thai - Exeter;19, The Arches, Cowick St, St Thomas, Exeter EX4 1AJ, United Kingdom;fscmuaythai.co.uk;+44 7791 607735
The Climbing Hangar Exeter;6 Marsh Green Rd N, Marsh Barton, Exeter EX2 8NY, United Kingdom;theclimbinghangar.com;+44 1392 301830;LGBTQ+ friendly
DW Health & Fitness;Littlefield, Exeter EX5 2DA, United Kingdom;Open Atlantic Reach Gym and Leisure Centre;Atlantic Reach Resort & Leisure Club, Newquay TR8 4LX, United Kingdom;atlanticreach.co.uk;+44 1726 860775
St Sidwell's Point Leisure Centre;Paris St, Exeter EX1 2JX, United Kingdom;exeterleisure.com;+44 1392 265390
Axe Valley Sports Centre;Axe Valley Academy, Axminster EX13 5AZ, United Kingdom;ledleisure.co.uk;+44 1297 35235;Claim this business
Meadowlands Leisure Centre;The Wharf, Tavistock PL19 8SP, United Kingdom;fusion-lifestyle.com;+44 1822 617774
1610 Trinity Sports & Leisure;Chilton St, Bridgwater TA6 3JA, United Kingdom;1610.org.uk;+44 1278 429119
Good vibes studio & gym @ esa;Marsh Green Rd W, Marsh Barton, Exeter EX2 8PN, United Kingdom;goodvibesesa.co.uk;+44 7717 208836;Claim this business
Lloyds Gym;28 Water Ln, Exeter EX2 8BY, United Kingdom;lloydsgym.com;+44 7955 796391
Westbank;Healthy Living and Community Care Centre, Farm House Rise, Exminster, Exeter EX6 8AT, United Kingdom;westbank.org.uk;+44 1392 824752
ONE NK;Moor Ln, North Hykeham, Lincoln LN6 9AX, United Kingdom;better.org.uk;+44 1522 883311
Performance Training Academy;kings wharf, The Gallery, The Quay, Exeter EX2 4AN, United Kingdom;performancetrainingacademy.com;+44 330 229 1642
St Austell Leisure Centre;Carlyon Rd, St Austell, Saint Austell PL25 4DB, United Kingdom;better.org.uk;+44 1726 839130
Westwoods Health Club;7 West Woods, Edinburgh EH4 1RA, United Kingdom;westwoodshealthclub.com;+44 131 332 5777
Street Motion;Unit 1, Street Motion, 26 Marsh Green Rd W, Marsh Barton, Exeter EX2 8PN, United Kingdom;streetmotion.co.uk;+44 1392 953046
Rosie & Gym;rosieandgymfitness.com
Adele's Pilates;Adeles Pilates, Pocombe Bridge, Exeter EX6 6JH, United Kingdom;adelespilates.co.uk;+44 1392 244101
Number 6;Winslade Park, Clyst St Mary, Exeter EX5 1DS, United Kingdom;number6coaching.co.uk;+44 1392 225322
Luna & Wolf;The Dutch Barn, Dawlish Rd, Exeter EX2 8XW, United Kingdom;lunaandwolf.co.uk;+44 1392 949054
Bletchley Leisure Centre;Princes Way, Fenny Stratford, Bletchley, Milton Keynes MK2 2HQ, United Kingdom;bletchleyleisurecentre.co.uk;+44 1908 377251
Anytime Fitness (Dorchester);BREWERY SQUARE, 2 Eldridge St, Dorchester DT1 1GY, United Kingdom;anytimefitness.co.uk;+44 1305 300123
The Gym Group Poole;Unit 1C, Nuffield Industrial Estate, 5-9 Nuffield Rd, Nuffield Industrial Estate, Poole BH17 0SS, United Kingdom;thegymgroup.com;+44 300 303 4800
South Coast Fitness;Unit 2C Chalwyn Ind Est, Poole BH12 4PE, United Kingdom;goteamup.com;scfitness.co.uk;+44 7894 742997
Tone Fitness;Unit 25, Slader Business, Witney Rd, Nuffield Industrial Estate, Poole BH17 0GP, United Kingdom;tonefitness.co.uk;+44 1202 057180
Primitive Gym;262 Ringwood Rd, Poole BH14 0RS, United Kingdom;primitivegym.co.uk
Snap Fitness Christchurch;63a Somerford Rd, Christchurch BH23 3QA, United Kingdom;snapfitness.com;+44 1202 485035
E-Motion Fitness Hub;15 Didcot Rd, Nuffield Industrial Estate, Poole BH17 0GD, United Kingdom;wodify.com;e-motionfitnesshub.com;+44 7900 535256
Zone Fitness;Leanne House, Avon Close, Granby Industrial Estate, Weymouth DT4 9UX, United Kingdom;zoneweymouth.com;+44 1305 819988
New Body Fitness Bridport;Gore Cross Business Park, 1, Homewood Way, Bradpole, Bridport DT6 3FH, United Kingdom;newbodyfitnessbridport.co.uk;+44 7897 022307
Fitness First Fleetsbridge;54 Willis Way, Fleetsbridge, Poole BH15 3SY, United Kingdom;fitnessfirst.co.uk;+44 1202 666212
New Body Fitness Weymouth;24 Cambridge Rd, Granby Industrial Estate, Weymouth DT4 9TJ, United Kingdom;new-body.co.uk;+44 7360 545212
Reboot Dorset Fitness Boot Camp UK;Westcliff Hotel, Durley Chine Rd, Westbourne, Bournemouth BH2 5JS, United Kingdom;rebootdorset.com;+44 7899 833084
Majestic Gym;12 Roumelia Ln, Boscombe, Bournemouth BH5 1EU, United Kingdom;gymsbournemouth.co.uk;+44 1202 399921
PureGym Poole;Unit 1, 5 Tower Pk, Yarrow Rd, Poole BH12 4NY, United Kingdom;puregym.com;+44 345 013 3419
Anytime Fitness;anytimefitness.co.uk;+44 1202 835970
Active Fitness Club Weymouth;Newstead Rd, Weymouth DT4 8JE, United Kingdom;activefitnessclub.co.uk;+44 1305 787000
Anytime Fitness Ferndown;Unit 1 Lindbergh Rd, Ferndown, Wimborne BH21 7SP, United Kingdom;anytimefitness.co.uk;+44 1202 818247
SportBU Gym;SportBU reception Bournemouth University Talbot Campus Fern Barrow, Poole BH12 5BB, United Kingdom;bournemouth.ac.uk;+44 1202 965012
Empire Fitness;Unit 20 Airfield Rd, Christchurch BH23 3TG, United Kingdom;empirefitnessgroup.co.uk;+44 1202 487204;LGBTQ+ friendly
Jurassic Muscle & Fitness Ltd;Unit 6 South Way, Portland DT5 2NL, United Kingdom;jurassicmuscle.co.uk;+44 7843 432806
3d Health & Fitness Gym - Wey Valley School;436 Dorchester Rd, Weymouth DT3 5AN, United Kingdom;3dhealthandfitness.co.uk;+44 1305 817072
David Lloyd Poole;24 Cabot Ln, Poole BH17 7BX, United Kingdom;davidlloyd.co.uk;+44 1202 642600
Queen Elizabeth Leisure Centre;Blandford Rd, Wimborne BH21 4DT, United Kingdom;dorsetcouncil.gov.uk;+44 1202 888208
Physiques & Shapes Health Club;The Grove, Dorchester DT1 1TB, United Kingdom;+44 1305 262162
The Junction Sports & Leisure Centre;Station Approach, Broadstone BH18 8AX, United Kingdom;thejunctionbroadstone.co.uk;+44 1202 777766
The Fitness Formula;5B, 11 Witney Rd, Nuffield Industrial Estate, Poole BH17 0GJ, United Kingdom;the-fitness-formula.co.uk;+44 7480 787490
Mission Fitness Weymouth;Mercery Rd, Weymouth DT3 5BJ, United Kingdom;mission-fitness.uk;+44 1305 778604
BH Live Active, Corfe Mullen;14 Wareham Rd, Corfe Mullen, Wimborne BH21 3LE, United Kingdom;bhliveactive.org.uk;+44 1202 055505
Fitness By Design;Udder Farm Shop, Front St, Gillingham SP8 5LQ, United Kingdom;fitnessbydesign.ltd.uk;+44 1747 835180
Anytime Fitness (Christchurch);25a, 27c, 25 Saxon Sq, Christchurch BH23 1QA, United Kingdom;anytimefitness.co.uk;+44 1202 031247
Who Dares Gyms;beach side, E Cliff Zig Zag, Bournemouth BH1 3AL, United Kingdom;whodaresgyms.co.uk
Purbeck Sports Centre;Worgret Rd, Wareham BH20 4PH, United Kingdom;dorsetforyou.gov.uk;+44 1929 500000
1610 Dorchester Sports Centre;Coburg Rd, Dorchester DT1 2HR, United Kingdom;1610.org.uk;+44 1305 858400
Enhanced Fitness;enhanced-fitness.co.uk;+44 7585 008784
Better Gym Bournemouth;The Undercroft Area, St Pauls Rd, Boscombe, Bournemouth BH8 8DL, United Kingdom;better.org.uk;+44 1202 292682
Village Gym Bournemouth;Deansleigh Rd, Bournemouth BH7 7DZ, United Kingdom;villagegym.co.uk;+44 1202 055205
YMCA Bournemouth;56 Westover Rd, Bournemouth BH1 2BS, United Kingdom;ymcabournemouth.org.uk;+44 1202 290451
YMCA Bournemouth;32 Garrett Rd, Lynx Trading Estate, Yeovil BA20 2TJ, United Kingdom;fitnessyeovil.co.uk;+44 1935 423168
HIIT 4 Fitness;Unit 10, Central Business Park, Southcote Rd, Boscombe, Bournemouth BH1 3SJ, United Kingdom;hiit4fitness.co.uk;+44 7949 327700
BMV Health & Fitness ltd;Shaftesbury SP7 9PX, United Kingdom;bmvhealthclub.co.uk;+44 7900 936717
BH Live Active, Pelhams;Manor Farm Rd, Bournemouth BH10 7LF, United Kingdom;bhliveactive.org.uk;+44 1202 055501
Westlands Sport & Fitness Centre;Westbourne Cl, Yeovil BA20 2DD, United Kingdom;freedom-leisure.co.uk;+44 1935 314652
BootcampUk-Bournemouth;Pavilion, Queen's Park, Queens Park W Dr, Bournemouth BH8 9BY, United Kingdom;bcuk.uk;+44 7720 621772
Coach Dan's Fitness and Fight Sports;Puddletown Recreation Ground, Three Lanes Wy, Puddletown, Dorchester DT2 8GE, United Kingdom;instagram.com;+44 7547 713675
Ocean Fitness;1 Victoria Rd, Poole BH12 3BA, United Kingdom;oceanfitnesspoole.co.uk;+44 7891 964091
Ippon Gym;1, 4 Terrace Rd, Bournemouth BH2 5NP, United Kingdom;ipponfitness.com;+44 1202 280108
Dave Wall Personal Trainer;8 Wadebridge Ln, Buttermarket, Poundbury, Dorchester DT1 3AT, United Kingdom;dorchesterpersonaltraining.co.uk;+44 7970 462077;LGBTQ+ friendly
First Class Fitness HQ;117a Radipole Ln, Southhill, Weymouth DT4 9SS, United Kingdom;firstclassfitnessdorset.co.uk;Claim this business
WOW Ladies Fitness;2b, Stone Lane Industrial Estate, Wimborne BH21 1HB, United Kingdom;wowladiesfitness.co.uk;+44 1202 929630;Claim this business
Mackenzies Gym;Unit 7C, Francis Ave, Bournemouth BH11 8NX, United Kingdom;mackenziesgym.co.uk;+44 7941 062807
Weymouth Swimming Pool & Fitness Centre;Knightsdale Rd, Weymouth DT4 0HX, United Kingdom;everyoneactive.com;+44 1305 774373
Poole (Dolphin) Leisure Centre;Kingland Rd, Poole BH15 1TN, United Kingdom;everyoneactive.com;+44 1202 677217
Two Riversmeet Leisure Centre Gym, Swimming Pool, Fitness Classes;Two Riversmeet Leisure Centre, Christchurch BH23 1HW, United Kingdom;tworiversmeet.com;+44 1202 817777
Lynsey Suzanne Fitness;lynseysuzanne.com;+44 7540 754364;Identifies as women-owned
BH Live Active, Sir David English;East Way, Bournemouth BH8 9PZ, United Kingdom;bhliveactive.org.uk;+44 1202 055503
CrossFit Shaftesbury;Unit 13d, 13e Wincombe Business Pk, Shaftesbury SP7 9QJ, United Kingdom;crossfitshaftesbury.co.uk;Claim this business
YRD1 Group Fitness;unit 2, innovation park, Poole BH17 7DA, United Kingdom;yrd1.co.uk;+44 7590 998884
Charlton Down Health & Fitness Club;Sherren Ave, Charlton Down, Dorchester DT2 9UA, United Kingdom;+44 1305 757200;LGBTQ+ friendly
Phoenix M M A;725 Wimborne Rd, Moordown, Bournemouth BH9 2AX, United Kingdom;phoenixmmauk.co.uk;+44 7498 906791
Lean 4 Fitness (Christchurch);Unit 5, Christchurch Business Park, Radar Way, Christchurch BH23 4FL, United Kingdom;tonefitness.co.uk;+44 1425 209069
Osprey Leisure Centre;Castletown, Portland DT5 1BD, United Kingdom;ospreyleisure.co.uk;+44 1305 824378
Sherborne Sports Centre;Abbey Rd, Sherborne DT9 3AP, United Kingdom;sherbornesports.co.uk;+44 1935 810548
Sweat With Sophie;linktr.ee;+44 7970 730651
GoJo Fitness Evolution;appointy.com;gojofitness.com;+44 7814 827264;Identifies as women-owned
West Hants Club;Roslin Road South, Bournemouth BH3 7EF, United Kingdom;westhants.co.uk;+44 1202 519455
EB Fitness & Well-being | Pilates | Personal Training | Pre & Postnatal Fitness;135 High St, Spetisbury, Blandford Forum DT11 9DW, United Kingdom;ebfitness.co.uk;+44 7877 377526;Identifies as women-owned
Luke Williams Fitness;Mercery Rd, Weymouth DT3 5BJ, United Kingdom;facebook.com
Ultimate Fitness;5, Jonson Trading Park, Alington Ave, Dorchester DT1 1QB, United Kingdom;ultimatefitnessdorset.co.uk;+44 7584 295704
Blandford Forum Gymnastics Club;Unit 16/Uplands Pk, Blandford Forum DT11 7UZ, United Kingdom;+44 1258 453941;Claim this business
PORTLAND YMCA;portlandymca.org.uk;+44 1305 823761
Verwood Hub;Brockway, Verwood BH31 7QE, United Kingdom;dorsetcouncil.gov.uk;+44 1202 828740
Hudson Fitness;Willis Way, Fleetsbridge, Poole BH15 3SY, United Kingdom;hudsonfitness.net;+44 7758 752387
Result Fitness;The Riverwalk, Unit 46 North Rd, Durham DH1 4SL, United Kingdom;resultfitnessdurham.co.uk;+44 191 375 0328
UltraFlex - Gym in Durham;Mandale Business Park, Unit 28D,Kent House, Durham DH1 1TH, United Kingdom;ultraflexgym.co.uk;+44 191 389 8321
Unique Health Clubs;14B Renny's Ln, Durham DH1 2RS, United Kingdom;uniquehealthclubs.co.uk;+44 191 917 8230
Bannatyne Health Club And Spa;Eden Terrace, Durham DH1 2HJ, United Kingdom;bannatyne.co.uk;+44 191 386 3666
Freeman's Quay Leisure Centre;Freeman's Pl, Durham DH1 1SW, United Kingdom;durham.gov.uk;+44 300 026 8488
The Fitness Centre • Durham University;Durham DH1 3SE, United Kingdom;teamdurham.com;+44 191 334 2173;Claim this business
The Unity Gym;Empire Buildings, 2 Empire Buildings, Durham DH1 2JL, United Kingdom;m.facebook.com;+44 191 340 8929;Claim this business
Pace Health Club;Radisson Blu Hotel, Frankland Ln, Durham DH1 5TA, United Kingdom;pacehealthclubdurham.co.uk;+44 191 372 7222;Claim this business
Abbey Leisure Centre;Abbey Rd, Pity Me, Durham DH1 5DQ, United Kingdom;+44 300 026 6443
Healthlands Ladies Fitness Club;Finchale Rd, Pity Me, Framwellgate Moor, Durham DH1 5HE, United Kingdom;healthlands.co.uk;+44 191 384 4334
PureGym Durham Arnison;Unit 2, Mercia Retail Park, Abbey Rd, Pity Me, Durham DH1 5GE, United Kingdom;puregym.com
Mighty Fitness;St John's Rd, Meadowfield, Durham DH7 8TZ, United Kingdom;mightyfitness.co.uk
CrossFit DHM Durham;Unit 6, Dragonville Industrial Estate, 6 Renny's Ln, Durham DH1 2RS, United Kingdom;crossfitdhm.com;+44 7894 582378
OneGym;Thinford Ln, Thinford, Durham DH6 5JQ, United Kingdom;onegymfitness.com
Flexability fitness;Unit N7D Tursdale Industrial, Durham DH6 5PG, United Kingdom;flexabilityfitness.co.uk;+44 7847 358216
East Durham Fitness;Site 3, unit 4, Cold Hesledon Industrial Estate, Seaham SR7 8ST, United Kingdom;eastdurhamfitness.com;+44 191 447 2992;Claim this business
Transform Fitness;Rear of JCS House, Renny's Ln, Durham DH1 2RB, United Kingdom;transformfitness.org.uk;+44 7920 403141
RT Fitness;44, Dragonville Industrial Estate, Dragon Ln, Durham DH1 2XU, United Kingdom;rtfitness.uk;+44 7702 015245
Peakbody Gym & Fitnes;182 Front St, Chester-le-Street DH3 3AZ, United Kingdom;peakbodyfitness.co.uk;+44 191 388 5703
Sir Bobby Robson Sports Centre;Ushaw Moor, Durham DH7 7NG, United Kingdom;+44 191 373 0336;Claim this business
Meadowfield Leisure Centre;John St N, Meadowfield, Durham DH7 8RG, United Kingdom;durham.gov.uk;+44 300 026 6445
Active Life @ Coxhoe;Linden Grove, Coxhoe, Durham DH6 4DW, United Kingdom;activelifecoxhoe.co.uk;+44 191 377 1789;Claim this business
Lifestyle Fitness Birtley;Durham Rd, Birtley, Chester-le-Street DH3 2TB, United Kingdom;lifestylefitness.co.uk;+44 191 433 5797
Deerness Gymnastics Academy;Valley View, Ushaw Moor, Durham DH7 7LS, United Kingdom;deernessgymnastics.org.uk;+44 191 373 9419
Gym 24 Sacriston;Front St, Sacriston, Durham DH7 6LE, United Kingdom;durhamgym.co.uk;+44 7312 010483;LGBTQ+ friendly
Firepower Kettlebell Gym;Rainton View, West Rainton DH4 6RS, United Kingdom;firepowerkettlebellgym.co.uk;+44 7958 630090
Chester-le-Street Leisure Centre;Burns Green, Chester-le-Street DH3 3QH, United Kingdom;durham.gov.uk;+44 300 026 6444
Bowburn Youth Centre & Community Gym;Burn St, Bowburn, Durham DH6 5AN, United Kingdom;+44 7788 277321;Claim this business
Langley Park Community Gym;Langley Park, Durham DH7 9XN, United Kingdom;langleyparkprimaryschool.co.uk;+44 191 373 1398;Claim this business
Woodhouse Close Leisure Complex;Woodhouse Ln, Bishop Auckland DL14 6JX, United Kingdom;durham.gov.uk;+44 300 026 1322
Hild Bede;Pelaw Leazes Ln, Durham DH1 1TB, United Kingdom;Claim this business
Bodies Health & Fitness;Spennymoor DL16 6AA, United Kingdom;Claim this business
Hetton Community Pool & Wellness Centre;Bernard Park, Hetton-le-Hole, Houghton le Spring DH5 9LZ, United Kingdom;everyoneactive.com;+44 191 526 9980
Consett Leisure Centre;Consett Leisure Centre, Medomsley Rd, Consett DH8 5HU, United Kingdom;durham.gov.uk;+44 300 026 2499;Claim this business
Fitness Revolution - Durham Personal Training Studio;26-28 High St, Spennymoor DL16 6DB, United Kingdom;fitness-revolution.co.uk;+44 1388 811616;Claim this business
Bannatyne Health Club;Riverside, County grounds, Bradman Dr, Chester-le-Street DH3 3SH, United Kingdom;bannatyne.co.uk;+44 191 388 3344
Anytime Fitness;121 Sherron Rd, Durham, NC 27703, United States;anytimefitness.com;+1 919-908-8680
CrossFit FCF;Hare Law Industrial Estate, Unit 8F, DH98UX, Stanley DH9 8UX, United Kingdom;crossfitfcf.co.uk;+44 1207 283049
CrossFit Jacana;Unit 22B, Roeburn House, Mandale Business Park, Durham DH1 1TH, United Kingdom;crossfitjacana.com;+44 7971 698945
Fitness Factory;6 Winchester Dr, South West Industrial Estate, Peterlee SR8 2RJ, United Kingdom;+44 191 518 3330;Claim this business
Bannatyne Health Club & Spa Darlington;Haughton Rd, Darlington DL1 1SS, United Kingdom;bannatyne.co.uk;+44 1325 487488
Newton Aycliffe Leisure Centre;Beveridge Arcade, Newton Aycliffe DL5 4EH, United Kingdom;durham.gov.uk;+44 300 026 6446
Tempest Dance And Fitness DURHAM;Units 4 and 5, Maynard's Row, Durham DH1 1QF, United Kingdom;tempestdancestudio.com;+44 7507 632458
UltraFlex - Gym in Rotherham;175 Effingham St, Rotherham S65 1BL, United Kingdom;ultraflexgym.co.uk;+44 1709 377311
Steps2Fitness;Durham DH1 5ES, United Kingdom;+44 191 375 4479
UltraFlex;Business Park, 261 Hawthorn Avenue Trackside, Hull HU3 5EN, United Kingdom;ultraflexgym.co.uk;+44 1482 327874
Thesecretpt.com;Claypath, Durham DH1 1QE, United Kingdom;thesecretpt.com;+44 7837 987652;Claim this business
Durham Climbing Centre;St John's Rd, Meadowfield, Durham DH7 8TZ, United Kingdom;durhamclimbingcentre.co.uk;+44 191 378 9555
The Graham Sports Centre Durham University;Maiden Castle, The Graham Sports Centre, Stockton Rd, Durham DH1 3SE, United Kingdom;teamdurham.com;+44 191 334 2178;Claim this business
Tayloredfit Physio;The Old Baptist Chapel, Front St, Langley Park, Durham DH7 9XB, United Kingdom;tayloredfitphysio.co.uk;+44 191 373 1176
ping pong parlour;39 High St, Durham DH1 3UL, United Kingdom;pingengland.co.uk;+44 1908 208879;Claim this business
Robin Todd Community Centre;34 Regent Ct, South Hetton, Durham DH6 2TT, United Kingdom;Claim this business
Ellwoods;4 Windsor Terrace, Horden, Peterlee SR8 4HR, United Kingdom;+44 191 586 7407;Claim this business
Spartans Academy of Krav Maga;FREEMAN’S QUAY LEISURE CENTRE, WALKERGATE, DH1 1SW, United Kingdom;kravmaga-academy.co.uk
Bodhi Yoga;Dragonville Rd, Durham DH1 2QD, United Kingdom;Claim this business
ZenergiZe Pilates, Yoga, Personal Training, Life Coaching.;+44 7515 769763
Bannatyne Hotel Durham;Eden Terrace, Durham DH1 2HJ, United Kingdom;bannatyne.co.uk;+44 191 384 6796;Check-in time: 3:00Teesdale Leisure Centre;Strathmore Rd, Barnard Castle DL12 8DS, United Kingdom;durham.gov.uk;+44 300 026 0862
Kate Thompson Fitness;5 Rogerson Terrace, Croxdale, Durham DH6 5HJ, United Kingdom;katethompsonfitness.co.uk;+44 7940 248759
UKTC Taekwondo;Freeman's Quay Leisure Centre, Walkergate, Durham DH1 1SW, United Kingdom;uktc.co.uk;+44 1786 845060
P T With Duncan;51 Canterbury Rd, Durham DH1 5PY, United Kingdom;p-t-with-duncan.ueniweb.com;+44 7715 280761
UKTC Taekwondo;Sports Centre Abbey, Abbey Rd, Durham DH1 5GE, United Kingdom;uktc.co.uk;+44 1786 845060
Inspire Fitness Durham;inspirefitnessdurham.co.uk;+44 7543 641761
Ascenti Physio Durham;Bannatyne Health Club, Eden Terrace, Durham DH1 2HJ, United Kingdom;ascenti.co.uk;+44 330 678 0850
Junsui Shotokan Karate Do;Belmont Community School, Buckinghamshire Rd DH1 2QP, United Kingdom;durhamjunsuikarate.co.uk
Belmont Community Centre Playgrounds and skate park;Sunderland Rd, Durham DH1 2HL, United Kingdom;belmontcommunityassociation.org.uk;Claim this business
JP Physio;COVID-19 Info · jpphysio.co.uk;Crossgate Centre, Suite 2, The, Alexandria Cres, Durham DH1 4HF, United Kingdom;+44 7494 069698
JP Physio;Grange Rd, Darlington DL3 8QH, United Kingdom;blackwellgrangehotel.com;+44 1325 509901;Claim this business
Prestige Student Living Duresme Court;Newcastle Rd, Nevilles Cross, Durham DH1 4FA, United Kingdom;Open Sian Charity Personal Training;ueniweb.com;+44 7725 997064
